selecteer,uuid,entity_thumb,ft_fotonummer,photoid,ft_datum_jaar,ft_omschrijving,auteursrechten_vervaardiger_naam
,0c3dc9ba-fd90-4e66-86d6-0080e4ac247d,,{1.66597},{HGA001006511},1972,"Dr. J.F. van Saarloos, lid van de Raad van Bestuur van Billiton Mij. tot 1-10-1972",Stokvis
,0c44e01b-42d5-4d84-8377-6f37240eae17,,{0.46649},{HGA001416395},1982,1e Lulofsdwarsstraat vanaf de Waldorpstraat,"Kempff, P.G."
,0c4522ee-a3fe-4692-9268-0f691d731069,,{870129},{HGA001301729},1975,Laan van Meerdervoort bij de  Archimedesstraat,Stokvis
,0c45b050-3934-47e9-9655-8c4cb1b9649a,,{0.39767},{HGA001409580},1978,"Korte Voorhout nr. 7, Ministerie van Financiën",Meyer/Stokvis
,0c48dc28-122f-4e15-9158-e55b90c77460,,{870218},{HGA001301818},1975,"Westbroekpark, speelplaats; op de achtergrond de Badkapel aan de Nieuwe Parklaan",Stokvis
,0c4b86b2-3807-4381-8e80-9293ee24e147,,{0.27049},{HGA001400253},1981,"Haverschmidtstraat nrs. 76 en hoger, gezien van de Jan ten Brinkstraat richting Linnaeusstraat","Kempff, P.G."
,0c4bb471-5b87-4552-935d-215fc229046b,,{0.17568},{HGA001061552},1982,"Draaistraat even zijde, vanaf Elboogstraat/Cromvlietplein","Kempff, P.G."
,0c5139af-55bf-4ef9-bad6-177ce406dbfc,,{0.68261},{HGA001441028},1982,"Stortstraat nrs. 75-79, hoek Wiekstraat","Kempff, P.G."
,0c521236-6e83-403a-8c7a-2637a1616470,,{0.76450},{HGA001248331},1970,"Werkzaamheden ter vergroting van de buitenhaven; links het zuider-, rechts het noorder-havenhoofd",Stokvis
,0c52e626-fa19-4c75-98c6-8a6cf86f0c7b,,{0.14235},{HGA001058298},1972,"Burgemeester De Monchyplein, nieuwe alarmcentrale van de politie",Stokvis
,0c6854a4-e165-41c8-9609-d928efea5576,,{0.14688},{HGA001058750},1980,"Camera Obscurastraat nrs. 217-161, gezien richting Busken Huetstraat","Kempff, P.G."
,0c751e28-7691-4c5a-ba3f-005262346563,,{0.60541},{HGA001432549},1992,Ripperdastraat nr. 10 en hoger,"Kempff, P.G."
,0c8cf32b-6636-44cf-a18c-4d36623b101b,,{1.17525},{HGA001054819},1968,"Haagse salon voor amateurs in Pulchri Studio, gehouden van 13 juli t/m 13 augustus 1968. Mevrouw P. Zumpolle-Buurman bij haar schilderij 'Zomer', dat de 1e prijs kreeg. Links wethouder H.J. Wilzen",Stokvis
,0c8e69ec-7916-49d9-b9e9-906bbf3c9ffa,,{870191},{HGA001301791},1975,"Luchtfoto van de derde haven (Norfolkline), rechts de Houtrustweg, gezien naar de tweede haven",Stokvis
,0c8ec89f-c159-4e11-96d8-8fd8bf47965e,,{0.82662},{HGA001256882},1994,"Willem de Zwijgerlaan nrs. 38-26C, tussen de Van den Eyndestraat (links) en de Frederik Hendriklaan (rechts)","Kempff, P.G."
,0c9c9d50-7082-4580-87ab-6daaaa685267,,{1.63246},{HGA001003212},1954,"A. Hilkhuysen, op 11 maart 1954 benoemd tot directeur-dirigent van het politiemuziekkorps 'Onderling Kunstgenot'",Stokvis
,0c9ec366-66ba-4cf5-8ca2-f0a3d66a24f4,,{0.74164},{HGA001245620},1978,"Viviënstraat nrs. 51, 49A, 49 en 47","Kempff, P.G."
,0ca0db59-b89d-41e3-8a17-9f57f87e8172,,{0.48053},{HGA001420322},1980,"Max Havelaarstraat, speelplaats bij de Beetstraat, gezien van de straat","Kempff, P.G."
,0ca59d9e-f89b-4a64-8a86-085685d2bd2f,,{1.18732},{HGA001056023},1972,Rekreade-kermis op het Malieveld,Stokvis
,0cac9d30-a4d5-4456-9d56-1a00b5739c79,,{0.39524},{HGA001409338},1977,"Korte Voorhout nr. 3, Koninklijke Schouwburg","Kempff, P.G."
,0cae497e-20d4-4433-8ab0-2727aed1164b,,{883183},{HGA001883183},1985,"De Veenmolen aan de Boekweitkamp, gezien vanuit de Carel Reinierszkade. hoek IJsclubweg","Vries, Jan de"
,0cb4771f-33d1-46fd-8840-7c2811b2f149,,{0.63824},{HGA001435823},1980,"Schimmelweg nrs. 10-48, gezien van de Prudens van Duysestraat richting Sinjeur Semeynsstraat","Kempff, P.G."
,0cb572c5-89b4-4164-b3a0-332fe36be70b,,{1.13752},{HGA001051070},1953,"De gezant van Zuid-Afrika, P.J. Hoogenhout (links), overhandigt Prins Bernhard een cheque groot fl.1.600.000 ten bate van het Nationale Rampenfonds",Stokvis
,0cb747b4-672c-48cd-ae08-7f42ebeafb2d,,{0.40309},{HGA001410119},1982,Kruidentuinen vanaf Buitentuinen,"Kempff, P.G."
,0cca08de-6070-468b-a174-49e1c926894b,,{0.10839},{HGA001036670},1977,"Binnenhof, zitting van de Raad van State",Stokvis
,0cca8b39-6dc2-4c9e-b2e2-bd1120973376,,{1.51533},{HGA001136709},1955,Stratenmakers aan het werk op de Gevers Deynootweg ter hoogte van de Harstenhoekstraat. Op de achtergrond het politiebureau,Stokvis
,0cd39190-70b2-49e8-a557-d1aa394a0700,,{1.52142},{HGA001137278},1970,Open tramwagen van de H.T.M. (toeristische rit),Stokvis
,0cdb781d-fe23-49cd-a6e1-c66ff5ad062b,,{0.14542},{HGA001058604},1975,"Bij de Westermolens vanaf nr. 34 gezien richting Westeinde, L. van Leenen's Meubelfabriek, loonzagerij, schaverij en draaierij","Kempff, P.G."
,0cdbc541-30fc-4989-8c10-e3911a9e511c,,{0.69129},{HGA001441892},1981,"Tesselseplein nrs. 12-1, gezien naar de Tesselsestraat; links op de hoek van de Pluvierstraat Slagerij Ger de Kroes","Kempff, P.G."
,0cde46f0-75d0-465d-823f-086eb5c422f6,,{1.61495},{HGA001001492},1960,Mevrouw A. ten Cate-Bauws,Stokvis
,0cdfd91e-8d90-435e-8c6d-f5f3f7e04243,,{0.50751},{HGA001422816},1972,Nieuwe Uitleg nrs. 11-14 na de restauratie,Stokvis
,0cebb1c1-80cf-438b-9b37-0174a1778ee2,,{860282},{HGA001860282},1945,"Hofweg, intocht Prinses Irene Brigade","Biegstraaten, F.W.H."
,0cf4262d-d7a7-4f2f-b0b8-c8c65c72f038,,{0.66721},{HGA001438456},1971,"Stadhouderslaan nr. 41, Gemeentemuseum, vleugel van de tuinzijde gezien",Stokvis
,0cf64215-f1df-442f-be7f-a6f28baa892b,,{0.11034},{HGA001036865},1975,"Binnenhof, Tweede kamer, de informatrices. V.l.n.r.: Joke van As, Annelies van Heeren en Ellen van den Dool",Stokvis
,0cf7a154-1d6a-4da1-8d2d-edcc0c3b96e2,,{6.02331},{HGA001133059},1994,"Van Moersselestraat, gezien van de Goetlijfstraat","Kempff, P.G."
,0cfa0c17-5761-4a11-a431-1c4876cbed6c,,{0.14369},{HGA001058432},1976,"Burgemeester Patijnlaan, gezien richting Burgemeester van Karnebeeklaan met de sloop van de nrs. 25/51 ten behoeve van de uitbreiding van het hoofdbureau van politie","Kempff, P.G."
,0d0123a2-a36f-4159-a9af-33bdb7662e09,,{0.53729},{HGA001425790},1981,"Oudemansstraat nrs. 330-376, gezien ter hoogte van de Linnaeusstraat richting Paets van Troostwijkstraat","Kempff, P.G."
,0d10b2a2-ae78-4bfd-a137-87cd10ed3117,,{1.60664},{HGA001000662},1962,"Mevrouw Blaaupot-Njo Pien woont in de Draaistraat nr. 9, geboren te Teloengagoengh, wordt 7 juli 1962 honderd jaar",Stokvis
,0d1215ac-ff38-4e88-9a2e-73e132b0c7fa,,{0.80437},{HGA001253641},1986,"Waldorpstraat, tegenover nr. 440","Kempff, P.G."
,0d167bbc-7adc-445a-9c74-8db8694ce127,,{0.14459},{HGA001058522},1981,"Burgersdijkstraat, gezien van de Antheunisstraat naar de Laakkade","Kempff, P.G."
,0d196fb9-c759-4de5-8e90-20ee3b1c08b2,,{0.43257},{HGA001413062},1861,"Lange Voorhout nr. 34, Koninklijke Bibliotheek","Tinne, Alexandrine"
,0d213b82-1797-4e9a-a68a-b4254973f059,,{0.44542},{HGA001414343},1986,"Leeghwaterplein, hoek tegenover 1e en 2e Van der Kunstraat","Kempff, P.G."
,0d274558-fc9c-46bc-9110-d59fb860bb6a,,{0.80205},{HGA001253407},1963,"Strand, bedekt met ijsschotsen",Stokvis
,0d2763aa-0d83-4f7e-ba69-56b186d754eb,,{860209},{HGA001860209},1945,Spui hoek Grote Marktstraat; het kringhuis van de N.S.B. wordt leeggehaald; reklamebord van de buurman Apotheek Dr. J. Blomberg; op de achtergrond een stuk van het Haagsch Modehuis,"Biegstraaten, F.W.H."
,0d2c81df-61bc-4268-a5d9-a39388c0e748,,{1.63151},{HGA001003118},1963,"Truus Hennepman-Krumming, atlete",Stokvis
,0d2cf31a-6e1b-43fa-9531-24a4d0713cd5,,{6.02297},{HGA001133025},1994,"Schiefbaanstraat, gezien van de Burnierstraat","Kempff, P.G."
,0d39a931-8d90-45b1-9851-4fab9d7ca740,,{0.24661},{HGA001068627},1964,"Grote Marktstraat hoek Voldersgracht, het nieuwe gebouw van de Hema",Stokvis
,0d3f9c6c-e3bf-464f-a85b-88033b4926b6,,{1.16607},{HGA001053906},1965,"Prins Bernhard bekijkt, nadat hij 's morgens de eerste prijs van 'World Press Photo' aan de Japanse fotograaf Kyochi Sawada in de Ridderzaal heeft uitgereikt, 's avonds met de prijswinnaar de tentoonstelling in het gemeentemuseum",Stokvis
,0d41fa09-d920-4677-b6fa-58c544ca68e4,,{0.44535},{HGA001414336},1982,Leeghwaterplein nrs. 25-26 (Vuga b.v. en Consumentenbond),"Kempff, P.G."
,0d47d8e3-d92f-41cd-b662-0e11baee33e5,,{883231},{HGA001883231},1964,"Burgemeester de Monchyplein, gezien vanuit het Stadhuis; de panden op de achtergrond staan aan de Javastraat","Korving, Jan"
,0d531712-fba8-4d34-aa56-018b94d9650e,,{0.57196},{HGA001429219},1981,"Pluvierstraat nr. 400, Duinrandschool, speelplaats","Kempff, P.G."
,0d5ff732-10a9-4f68-b648-b6f76b32f9ba,,{6.15382},{HGA001227304},1971,"Lange Poten, met een terras bij nummer 29",Stokvis
,0d61c0f6-7e95-475a-92de-04b3d23e1d44,,{0.10073},{HGA001035912},1978,"Bilthovenselaan, gezien van de Zuiderparklaan richting Blaricumseplein","Kempff, P.G."
,0d621674-4765-4ce9-a515-c112cda7fdc9,,{1.13670},{HGA001050988},1953,"Burgemeester mr. F.M.A. Schokking wenst Nico de Graaff geluk met zijn 50-jarig jubileum als orgelman. Links van Nico de Graaff, zijn vaste maat Huib Nette",Stokvis
,0d689e90-5dfd-49f0-8fcc-fda4b45c7c26,,{6.02319},{HGA001133047},1994,Bachmanstraat nr. 12 en hoger,"Kempff, P.G."
,0d6bfe98-23b7-4589-bee3-d27f3a961f73,,{870322},{HGA001870322},1975,"Plein 1813 nr. 3, Pakistaanse ambassade","Paans, M."
,0d6c5be0-4033-4880-b6aa-f13b484aab76,,{0.81544},{HGA001254749},1970,"Westbroekpark, hoofdprijs voor het jaarlijkse rozenconcours",Stokvis
,0d77111a-782d-47cf-8bbc-900d8a14fbf6,,{0.43436},{HGA001413240},1964,"Lange Voorhout nr. 38. De Spaanse ambassade. Voor de deur de ambassadeur en zijn vrouw, de heer en mevrouw José Manuel Aniel-Quiroga y Redondo",Stokvis
,0d780cb9-6ca4-46f6-b450-1f77a8bc8580,,{0.15359},{HGA001059419},1963,"Casuariestraat nr. 38, de zijgevel van het huis van Bewaring I met parkeerterrein aan de Schouwburgstraat",Stokvis
,0d78df83-494c-406c-9d96-8d9c244ee11a,,{1.17517},{HGA001054811},1968,"De Nederlandse en Indiase regeringen ondertekenen een overeenkomst omtrent een lening van 33 miljoen aan India. V.l.n.r. mr. Y.T. Shah, minister van Financiën van India, mr. C.A. baron van Bentinck, president-directeur van de Nationale Investeringsbank N.V. en mr. P.C. Maas, directeur-secretaris van dezelfde bank",Stokvis
,0d7c33fe-c2f6-48be-ae01-8519691c6b56,,{820215},{HGA001255840},1980,Luchtfoto Bezuidenhout; Centraal Station en omgeving. Op de voorgrond de nieuwbouw rondom het Jan van Riebeekplein.,Delta-Phot
,0d9124d7-8020-4225-b187-ce9bcc91d168,,{860290},{HGA001860290},1945,"Plein, gezien vanuit de Lange Houtstraat; intocht geallieerden","Biegstraaten, F.W.H."
,0da22be2-e50d-4f65-a2e8-0612d95c9f88,,{0.16406},{HGA001060395},1982,Cromvlietplein nrs. 40-1,"Kempff, P.G."
,0da80c6a-8af4-4059-9dfd-a156bc6b9b38,,{0.29545},{HGA001402398},1988,Hoogstraat nr. 25. Achterzijde met tuin van de parfumerie- en byouteriewinkel E. Rimmel,"Kempff, P.G."
,0da8b0f5-0fab-49e6-9c74-9107c1fb1e23,,{0.37281},{HGA001407104},1982,"Ketelstraat, vanaf nr. 27","Kempff, P.G."
,0dab5ed7-f61d-4958-af19-38f5d6e7df2a,,{1.13608},{HGA001050926},1953,Koningin Juliana drinkt een glas melk bij haar bezoek aan de zuiveltentoonstelling 'de Melkweg' in de Houtrusthal,Stokvis
,0db3a452-9f5a-4bd1-8f4e-eafb6645e68a,,{0.39675},{HGA001409488},1964,"Korte Voorhout, toneelzaaltje 't Paradijs op een van de zolders van de Kon. Schouwburg. Foto van een repetitie voor de premiere van Slawomir's Mrozeck's 'Politie' waarmee de zaal in gebruik zal worden genomen. V.l.n.r. John Koch, Kees Coolen, Wim de Haas, Bas ten Batenburg",Stokvis
,0dde4f87-290c-422d-a0e4-c75076a199f9,,{0.27040},{HGA001400244},1981,"Haverschmidtstraat nrs. 121 en lager, gezien van de Linnaeusstraat richting Isingstraat","Kempff, P.G."
,0ddef214-f9e5-4af9-b2bc-86cd3e6e7858,,{0.43927},{HGA001413730},1971,Lange Voorhout nrs. 31-29 en 27,Stokvis
,0ddf14d8-5272-400e-a66a-0558e96069e1,,{870408},{HGA001870408},1975,Prinsegracht,"Paans, M."
,0dfc475e-d4ca-4a67-883c-d1ef330b04e2,,{1.18210},{HGA001055502},1970,De minister van Binnenlandse Zaken mr. H.K.J. Beernink sluit de zitting 1969-1970 van de Staten-Generaal op het Binnenhof,Stokvis
,0dfcc39d-dd2c-469f-baad-59fa66d14101,,{820859},{HGA001301477},1973,D'Aumeriestraat nrs. 40 en 46,[ onbekend ]
,0dfd5e1c-ae78-491e-8bf8-55913587e2a9,,{0.64978},{HGA001436971},1971,"Soestdijksekade, met woonboten",Stokvis
,0e062691-87af-4967-b7b7-f63a78dd04cd,,{0.05884},{HGA001031745},1981,"Allard Piersonlaan nrs. 49-15, gezien naar de Isingstraat","Kempff, P.G."
,0e0acb5a-18d5-485e-9b90-8fd66150486c,,{1.22736},{HGA001022086},1978,Opening van het zomerfeest van Buurtschap Centrum 2005 met 'Alexandrine Time' - echtgenote van een kunsthandelaar,Meyer/Stokvis
,0e138b7e-94da-4cc0-835c-d7b2743ea094,,{820844},{HGA001301447},1910,Nieuwe Uitleg nrs. 25 en 24,[ onbekend ]
,0e18c1cf-db72-4f35-86a7-47cbd7cb8991,,{400156},{HGA001311392},1984,"Beeklaan hoek Stephensonstraat, tegeltableau (Rozenburg) boven de zuivelwinkel van Frank Straathof.","Rouwendaal, Theo"
,0e1a10b4-4573-4d6b-b68f-fed2b1c614e9,,{1.20775},{HGA001020131},1976,"Burgemeester drs. F.G.L.L. Schols brengt een werkbezoek aan het Gemeentearchief. Hij kijkt aandachtig naar de heer P.J. van Dijk, die met bindwerk bezig is op het restauratie-atelier. V.l.n.r. de chef van het restauratie-atelier W. Kunz, adjunct-gemeentearchivaris drs. H. Bordewijk, de burgemeester, gemeentearchivaris drs. H.M. Mensonides en binder J. Zanoni (achtergrond)","Kempff, P.G."
,0e22be86-90a4-4ac8-bf41-0a02ce030cd3,,{880786},{HGA001014913},1990,"Segbroeklaan, plantsoen met op de achtergrond de achterzijde van de huizen aan de Sportlaan.","Kempff, P.G."
,0e264d08-6681-4291-9ed0-bc143855f240,,{0.40979},{HGA001410786},1982,"Laakweg, ongeveer vanaf nr. 177A gezien richting Slachthuisstraat","Kempff, P.G."
,0e282c9d-04c0-4106-ac99-a43e656cb923,,{0.06012},{HGA001031873},1979,"Amazonestraat 115-93, gezien van de Beetsstraat","Kempff, P.G."
,0e319498-291b-466b-a7e0-8bcdc06e17ad,,{0.81342},{HGA001254547},1981,"Wenckebachstraat nrs. 9A-1, gezien van de Zuigerstraat naar de Noordpolderkade","Kempff, P.G."
,0e31ecca-2bdc-4a84-9efb-1f95c2d5c88c,,{1.22661},{HGA001022011},1978,"Begrafenis van de acteur Ko van Dijk. Paul van Gorkum, Erik Vos, Eric Schneider en Sacco van der Made (v.l.n.r.) houden de ere-wacht tijdens de opbaring in de Koninklijke Schouwburg",Meyer/Stokvis
,0e338ff7-b2a2-4223-bef6-d59796614e95,,{0.84595},{HGA001260309},1990,Zuiderpark; tuin tussen Anna Polakweg en Marie Jungiusweg met beeld 'Fluitspeler'.,"Kempff, P.G."
,0e4031f6-e3d3-4f13-af0c-85f15f7fa5db,,{0.67187},{HGA001440360},1982,Stadstuinen vanaf nr. 43 richting Oude Haagweg,"Kempff, P.G."
,0e45d3cc-b0a4-4a72-a951-22732ee81579,,{0.72704},{HGA001244153},1982,"Van Leeuwenhoekstraat nrs. 46-60, gezien richting Rijswijkseweg","Kempff, P.G."
,0e471b76-7d96-4d1a-bb22-6d348b6162f1,,{1.17225},{HGA001054520},1967,"De hoofdcommissaris van politie J.H.A.K. Gualthérie van Weezel, geeft als voorzitter van het Koningin Wilhelmina Fonds, afdeling 's Gravenhage, het startsein voor de activiteiten rond de collecte van 11-16 september. Voor het hoofdbureau van politie aan het Burgemeester de Monchyplein stopt hij een gulden in de collecte-bus",Stokvis
,0e4c2414-6eb8-4573-bfc7-27a09c4a0589,,{1.17629},{HGA001054923},1968,"Brand in de computerkelder van de B.P.M., Carel van Bylandtlaan nr. 30","Brugge, G.J. ter"
,0e4da333-970f-4926-bea5-00888fc16ad3,,{870594},{HGA001870594},1975,"Prinsessegracht nr. 29, Residentie van de Turkse ambassadeur, detail van de entree","Paans, M."
,0e4f5f97-4556-4a7b-965c-f2abe8749512,,{6.02411},{HGA001133223},1994,"Breitnerlaan, even zijde tussen de Pieter Meinersstraat (voorgrond) en de Hart Nibbrigkade, feitelijk de zijkant van Hart Nibbrigkade nr. 71","Kempff, P.G."
,0e4f94b1-fec4-4e5b-9ebc-cc46c69f4043,,{1.60271},{HGA001000269},1960,"José Ruiz de Araña, Hertog van Baëna, Spaanse ambassadeur tot 1963, met Sinterklaas",Stokvis
,0e525ad0-9ce6-4eee-aede-1887cba8c74a,,{5.16029},{HGA001516029},1920,"Westvlietweg nr. 69, villa die tot 1-1-2002 in de gemeente Leidschendam stond. Rechts een gedeelte van de Voorburgsche Houthandel v/h L. v.d. Ham N.V.",[ onbekend ]
,0e644b2e-c91a-49ed-b0df-6e202ba786fa,,{0.71691},{HGA001444444},1992,"Van Brederodestraat nrs. 32 en hoger, gezien naar de Douzastraat","Kempff, P.G."
,0e656ce8-1aa6-41ad-bdb7-ea98d78118d6,,{1.15939},{HGA001053239},1963,Viering van de 150-jarige onafhankelijkheid. Opvoering van het toneelstuk 'Een keerend getij ' in het Kurhaus,Stokvis
,0e71fc2c-3737-4346-aabf-6d12351a2271,,{1.16928},{HGA001054223},1967,Huwelijk van prinses Margriet en mr. Pieter van Vollenhoven. Prinses Irene en prins Carel Hugo van Bourbon Parma in de raadzaal aan de Javastraat,Stokvis
,0e76316d-6f6e-4fbf-8ccd-8381e0d46fe3,,{0.49311},{HGA001421377},1980,"Nannostraat nrs. 2-60, gezien van de Beetsstraat naar de Alberdingk Thijmstraat","Kempff, P.G."
,0e78af04-49a0-4642-afae-9b785a7b26d3,,{1.13556},{HGA001050874},1953,"Receptie in het Parkhotel van het echtpaar Dinkhuizen ter gelegenheid van hun vijftigjarige echtvereniging, de heer A.H.J. v.d. Boogaard biedt het echtpaar een fruitmand aan",Stokvis
,0e79f7f9-a60d-448d-8132-d292dee88139,,{1.22660},{HGA001022010},1978,"De minister van Binnenlandse Zaken, H. Wiegel, de secretaris-generaal mr. P. van Dijke en de staatssecretaris mr. H.E. Koning bekijken het boek 'Van ambachtelijk tot ambtelijk', geschreven door Gerda van Beek en drs. W.M. van der Mast, aangeboden bij de ingebruikneming van het nieuwe ministerie, Schedeldoekshaven",Meyer/Stokvis
,0e84947a-ca50-4e99-9075-3b18dabe8a61,,{0.14647},{HGA001058709},1979,"Camera Obscurastraat nrs. 68-108, gezien naar de Vosmaerstraat","Kempff, P.G."
,0e872c77-81a7-4922-9103-856341b181e9,,{0.05569},{HGA001031430},1980,"Alberdingk Thijmstraat nrs. 1-27, gezien richting Beetsstraat","Kempff, P.G."
,0e884786-e576-4001-b345-c0fb02a4c394,,{0.29374},{HGA001402229},1989,"Hooftskade nr. 195. Haags Krachtsportcentrum H.K.V.-Simson-K.D.O., voorheen distilleerderij 'De Ooievaar'","Kempff, P.G."
,0e8bcb72-4094-4c80-9321-f02203db588d,,{0.80494},{HGA001253698},1960,"Walenburg nr. 17, openbare school, metaalplastiek van Jan Goeting tegen de buitenmuur van het gymnastieklokaal; dit is de eerste school in Mariahoeve en is door wethouder Zwijndrecht op 15 maart 1960? geopend",Stokvis
,0e8dc2bb-8709-450c-b682-ff971a754cd9,,{0.63688},{HGA001435687},1987,"Scheveningseweg, Joodse begraafplaats, restauratie","Kempff, P.G."
,0e8f7769-695a-47e9-a01a-15b066341e85,,{0.63551},{HGA001435552},1981,"Scheveningseweg nr. 54, Morrenkamer in de dépendance van het Gemeentearchief","Kempff, P.G."
,0e9858b2-1131-4f5e-8201-20fe2bab5010,,{0.14593},{HGA001058655},1978,"Calandplein nrs. 22-17, gezien van de 1e Lulofsdwarsstraat naar de 2e Lulofsdwarsstraat","Kempff, P.G."
,0ea331d5-13ca-4aaa-9253-80bf638f039d,,{0.43174},{HGA001412979},1960,"Lange Voorhout, Kloosterkerk, proef met door Charles Eyck vervaardigde glas in loodramen, voorstellend Christus in zijn drievoudig ambt van priester, profeet en koning",Stokvis
,0eb6464a-6d2a-43ce-8b6f-64b05c25db36,,{0.63790},{HGA001435789},1979,Schimmelweg nrs. 359-351 tussen de Multatulistraat (links) en de Jonathanstraat,"Kempff, P.G."
,0ebe3dfe-10b7-4728-b25a-cec54302b335,,{870173},{HGA001301773},1975,"Scheveningse Bosjes, waterpartij, gezien door het plastiek 'Granito nr. 9' (Hans Kleyweg)",Stokvis
,0ec3a44c-beee-46f2-9eb0-4f1f3eed782a,,{0.25929},{HGA001069884},1972,"Haagse Bos, Huis ten Bosch, de feestloper wordt uitgerold",Stokvis
,0ed9049f-91d2-444f-a2c2-6c255db8a294,,{0.60234},{HGA001432244},1981,"Reinwardtstraat nrs. 101-3, gezien van de Oudemansstraat richting Van Musschenbroekstraat","Kempff, P.G."
,0edd90d2-3cb6-4c96-a7d4-1fe8b0798695,,{870319},{HGA001870319},1975,"Nassaulaan, Willemskerk","Paans, M."
,0ee35215-afa8-4735-b539-90df85b05850,,{0.74129},{HGA001245585},1978,"Viviënstraat nrs. 12, 14 en 16","Kempff, P.G."
,0eeb7a46-a7ee-44fd-bc17-01ed244ff7aa,,{0.71694},{HGA001444447},1992,"Van Brederodestraat tussen het Van St. Algondeplein (links) en de Van Egmondstraat, links nrs. 1A-3","Kempff, P.G."
,0efebdd3-9744-4cf0-a1e6-068ec5d2a150,,{0.51969},{HGA001424034},1982,"Noordpolderstraat, oneven zijde tussen Stortstraat en Noordpolderkade","Kempff, P.G."
,0f09644f-72af-4a63-ad4b-12cc63458de2,,{870817},{HGA001870817},1970,"Lange Vijverberg, hoek Kneuterdijk, tijdens een sneeuwbui",Stokvis
,0f1c27e1-76f6-4274-8dd5-4e1a2244daf3,,{0.20639},{HGA001064612},1979,"Gerrit Witsestraat nrs. 2-18, gezien van de Camera Obscurastraat naar het Hildebrandplein","Kempff, P.G."
,0f21de83-0fd5-496a-b921-a840af1df1b4,,{1.13605},{HGA001050923},1953,"Het weer aanbrengen van de klokken in het torentje van het oude stadhuis, nadat zij 10 jaar geleden door de Duitsers waren weggehaald",Stokvis
,0f22a568-944d-4729-9ef8-08fbb8c2335b,,{0.48671},{HGA001420740},1981,"Miquelstraat, gezien naar het Lorentzplein","Kempff, P.G."
,0f381d6e-57b3-4ac0-8d23-fd5a7c276510,,{1.17184},{HGA001054479},1967,Doop van prins Willem Alexander. Prinses Christina en mejuffrouw Christina von Amsberg dalen de trappen af van paleis Huis ten Bosch op weg naar de Grote Kerk,Stokvis
,0f387c44-3e30-4955-b83b-d89a2c3d5e3d,,{860241},{HGA001860241},1945,"Laan van Nieuw Oost-Indië, ter hoogte van het benzinestation van Van der Heijden; geallieerden in een tank","Biegstraaten, F.W.H."
,0f3bf744-0e8d-4483-9f2d-ce4131907d05,,{0.61704},{HGA001433710},1982,"Rijswijkseweg nrs. 107-83, tussen Lyonnetstraat en Laakkade","Kempff, P.G."
,0f3db302-42ce-41ff-92f9-1d879e9d00cf,,{1.18602},{HGA001055893},1972,Prof. de Winter houdt een herdenkingsrede ter gelegenheid van het 75-jarig bestaan van de staatscommissie voor het Internationale Privaatrecht. Links de minister van Buitenlandse Zaken drs W.K.N. Schmelzer,Stokvis
,0f4a75eb-b7ed-49ad-aa80-ba1a53d917d1,,{0.71870},{HGA001444623},1957,"1e van den Boschstraat, rechts rijksgebouw, gezien Bezuidenhoutseweg, rechts de Theresiastraat",Stokvis
,0f5de10e-6f16-4fe9-93ad-a52013e1abd8,,{0.14686},{HGA001058748},1980,"Camera Obscurastraat, gezien van de Hasebroekstraat richting Vosmaerstraat","Kempff, P.G."
,0f6bff91-7c46-4b43-9210-04b06c49db3f,,{0.31249},{HGA001404092},1981,"Jan van Beersstraat, gezien van de Van Zeggelenlaan richting De Genestetlaan","Kempff, P.G."
,0f70e28a-fc02-49b3-bf05-441cfdab9aa2,,{0.24192},{HGA001068159},1968,"Groot Hertoginnelaan, hoek Sweelinckstraat, met een kantoor in aanbouw (verzekeringen)",Stokvis
,0f755bd3-e9ed-4df4-981b-d5619802c444,,{1.17493},{HGA001054787},1968,"De minister van Cultuur, Recreatie en Maatschappelijk Werk mej. dr. M.A.M. Klompé, reikt de staatsprijs voor letterkunde (P.C. Hooftprijs) 1967 uit aan de heer L.J. Swaanswijk (Lucebert) voor zijn gehele oeuvre. In het midden mevrouw Swaanswijk. De plechtigheid geschiedde op het ministerie van Cultuur, Recreatie en Maatschappelijk Werk",Stokvis
,0f77c973-8f27-4b09-b0a1-f19282e2f752,,{0.44533},{HGA001414334},1982,Leeghwaterplein nr. 3 (Ruys Kantoormachines),"Kempff, P.G."
,0f781c2c-f713-4a40-be01-d68b604df0ed,,{0.64423},{HGA001436417},1979,"Sinjeur Semeynsweg nrs. 229-171, gezien van de Guido Gezellestraat via de Hugo Verrieststraat naar de Van Zeggelenlaan","Kempff, P.G."
,0f7f4e9f-be3a-497f-ae5e-fee63f639b4b,,{0.46794},{HGA001439096},1978,"Lunterenstraat, gezien van de De la Reyweg naar de Apeldoornselaan","Kempff, P.G."
,0f80633e-5dbd-4c03-b792-35ba697bab21,,{0.05412},{HGA001031273},1978,Adriaan Pauwstraat nrs. 44-46,"Kempff, P.G."
,0f84f21d-ab5a-4247-b512-3deeaa9d8cbe,,{0.73168},{HGA001244616},1975,Van Ostadewoningen,"Kempff, P.G."
,0f86d219-bac5-4b69-a24c-46cc289645e4,,{5.15656},{HGA001515656},1910,"Gezicht vanaf waarschijnlijk de Helmersstraat op de sloot ter hoogte van de latere Crispijnstraat, met rechts een gebouw dat hoort bij houtzagerij De Nijverheid. Links de achterzijde van huizen aan de Veenkade. Op de achtergrond de Haasmolen. De tram staat op de latere Waldeck Pyrmontkade",[ onbekend ]
